"";"elokuva";"tukisumma";"tukityyppi";"lajityyppi";"hakija";"esittelija";"tukivuosi";"tukipvm"
"2127";"Totta";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Malmivaara Laura";"Kaisu Isto";2012;2012-09-04
"2128";"Dreamdeath Corp.";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mantela Mari";"Kaisu Isto";2012;2012-09-04
"2129";"Made in Sweden";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Nissinen Jari";"Kaisu Isto";2012;2012-09-04
"2130";"Kyoto Girls";2000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ryynänen Juhana";"Kaisu Isto";2012;2012-09-04
"2131";"NONNUKE";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Tikka Eeva R.";"Kaisu Isto";2012;2012-09-04
"2132";"Masennuskomedia";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Toivoniemi Jenni";"Kaisu Isto";2012;2012-09-04
"2133";"Frost Island / Pakkasraja";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ylönen Mia";"Kaisu Isto";2012;2012-09-04
"2134";"LOTTOVOITTAJIEN MAA";6400;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Vihinen Heikki";"Jukka Asikainen";2012;2012-06-12
"2135";"Muisti on unta";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Sairanen Petter";"Jukka Asikainen";2012;2012-06-06
"2136";"Verosen tauti";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Vuento Heikki";"Jukka Asikainen";2012;2012-06-06
"2137";"Pelkääjän paikalla";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mikkola Jarkko";"Jukka Asikainen";2012;2012-06-06
"2138";"Penalandia";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lahtela Atro";"Jukka Asikainen";2012;2012-06-06
"2139";"The Plant";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Malka Mahsa";"Jukka Asikainen";2012;2012-06-06
"2140";"Siskoni mun (ent.Reuna)";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Porkka Kirsi";"Jukka Asikainen";2012;2012-06-06
"2141";"Siistiä ja harmonista";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hartikainen Johanna";"Jukka Asikainen";2012;2012-06-06
"2142";"Perhe";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Banerjee Jenni";"Jukka Asikainen";2012;2012-06-06
"2143";"Den bästa vännen";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Roos Camilla";"Jukka Asikainen";2012;2012-06-06
"2144";"Kiitos Muistamisesta (työnimi)";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hakulinen Daniela";"Kaisu Isto";2012;2012-06-06
"2145";"Game Room";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hyvärinen Aleksi";"Kaisu Isto";2012;2012-06-06
"2146";"The Fencer";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Heinämaa Anna";"Kaisu Isto";2012;2012-06-06
"2147";"Letters To Lost Lovers (työnimi)";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ruohonen Anna";"Kaisu Isto";2012;2012-05-03
"2148";"Alva och Gunnar";10000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Vikman Kirsi";"Kaisu Isto";2012;2012-05-03
"2149";"Yhtenä päivänä";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kinnunen Matti";"Kaisu Isto";2012;2012-05-03
"2150";"Piilotetut";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Laurio Nina";"Kaisu Isto";2012;2012-05-03
"2151";"Tapahtukoon sinun tahtosi";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Norberg Aarne";"Kaisu Isto";2012;2012-05-03
"2152";"Poika";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Vierikko Lassi";"Jukka Asikainen";2012;2012-05-03
"2153";"Haava";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Söderblom Erik";"Jukka Asikainen";2012;2012-05-03
"2154";"Jurmo";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Siili Jukka-Pekka";"Jukka Asikainen";2012;2012-05-03
"2155";"Matvraket (aka The Monkey Fist)";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Karrento Johan";"Jukka Asikainen";2012;2012-05-03
"2156";"Pysyvää vahinkoa";3500;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lindgren Niklas";"Jukka Asikainen";2012;2012-05-03
"2157";"Tee-se-itse messias";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Jääskeläinen Leena";"Jukka Asikainen";2012;2012-05-03
"2158";"Teille vai meille";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lalli Maarit";"Jukka Asikainen";2012;2012-05-03
"2159";"FUNDAMENTALISTI";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Salmenperä Aleksi";"Jukka Asikainen";2012;2012-04-02
"2160";"Edustaja";5500;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Malka Mahsa";"Kaisu Isto";2012;2012-03-27
"2161";"Peitenimi: Hukka";2500;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lahtinen Antti";"Kaisu Isto";2012;2012-03-27
"2162";"Ei kiitos";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Valkama Samuli";"Kaisu Isto";2012;2012-03-27
"2163";"He ovat paenneet";10000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Valkeapää Jukka-Pekka";"Kaisu Isto";2012;2012-03-27
"2164";"NÄLKÄ";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Grof Annika";"Kaisu Isto";2012;2012-03-27
"2165";"Salametsästäjä";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lehti Timo";"Kaisu Isto";2012;2012-03-27
"2166";"Suku";10000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Karhula Miira";"Kaisu Isto";2012;2012-03-27
"2167";"Hyvää yötä maailma";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hänninen Veli-Pekka";"Kaisu Isto";2012;2012-03-27
"2168";"Vaimo";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Toivoniemi Jenni";"Jukka Asikainen";2012;2012-03-27
"2169";"Sammon Suojelijat";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Pölönen Markku";"Jukka Asikainen";2012;2012-03-27
"2170";"ITÄ";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kähönen Jyri";"Jukka Asikainen";2012;2012-03-27
"2171";"Cafe Lehmitz Homemovie";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Paljakka Kari";"Jukka Asikainen";2012;2012-03-27
"2172";"KUKA MISSÄ MILLOIN";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Aalto Reetta";"Jukka Asikainen";2012;2012-02-28
"2173";"Syrjäkylän Seriffit";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hiltunen Jussi";"Jukka Asikainen";2012;2012-02-28
"2174";"Orjatsalo";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Pennanen Jotaarkka";"Jukka Asikainen";2012;2012-02-28
"2175";"Kotiinpaluu";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Tonteri Oliwia Malgorzata";"Jukka Asikainen";2012;2012-02-28
"2176";"Pienestä kii";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Vesiluoma Seppo";"Jukka Asikainen";2012;2012-02-28
"2177";"Silmäterä";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Virtanen Jarkko Olavi";"Jukka Asikainen";2012;2012-02-28
"2178";"Mies Joka Särki Stalinin Piipun";10000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Arekallio Heikki";"Kaisu Isto";2012;2012-02-28
"2179";"Write&Wrong";10000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hänninen Veli-Pekka";"Kaisu Isto";2012;2012-02-28
"2180";"Ihmisen jälkiä";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mononen Paula";"Kaisu Isto";2012;2012-02-28
"2181";"Joen vierellä (työnimi)";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Pärnänen Atso";"Kaisu Isto";2012;2012-02-28
"2182";"SoulTech";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Tikka Eeva R.";"Kaisu Isto";2012;2012-02-28
"2183";"Suojelusenkeli";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ullakko Miika";"Kaisu Isto";2012;2012-02-28
"2184";"Leijonasydän (aka Leijonakaula)";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Bardy Aleksi";"Jukka Asikainen";2012;2012-02-08
"2185";"Karhun maa";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Heikkilä Pelle";"Jukka Asikainen";2012;2012-02-08
"2186";"Paskahousut";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Koiranen Juha";"Jukka Asikainen";2012;2012-02-08
"2187";"SÄHKÖLINJAN VIIMEINEN IHMINEN";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mäkelä Venla";"Jukka Asikainen";2012;2012-02-08
"2188";"Eksynyt sydän";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Reinumägi Sanna";"Jukka Asikainen";2012;2012-02-08
"2189";"Avaimet";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Saari Kirsikka";"Jukka Asikainen";2012;2012-02-08
"2190";"Ydinvoimaa!";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Viirret Leo";"Jukka Asikainen";2012;2012-02-08
"2191";"The Fencer";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Heinämaa Anna";"Kaisu Isto";2012;2012-02-08
"2192";"Vävypoika";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kaján Jaakko";"Kaisu Isto";2012;2012-02-08
"2193";"The Grave Digger";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Khadar Ahmed";"Kaisu Isto";2012;2012-02-08
"2194";"Fetching the Moon";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Koski-Wood Anne";"Kaisu Isto";2012;2012-02-08
"2195";"Ultimate Fight";8000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kouki Mikko";"Kaisu Isto";2012;2012-02-08
"2196";"PÄÄTEPYSÄKKI";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lappalainen Maria";"Kaisu Isto";2012;2012-02-08
"2197";"Green King";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ståhlberg Niko";"Kaisu Isto";2012;2012-02-08
"2198";"Haavoitettu leijona";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Yläkangas Jani-Petteri";"Kaisu Isto";2012;2012-02-08
"2199";"Selviytyjät";2000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Bergholm Hanna";"Jukka Asikainen";2011;2011-11-29
"2200";"Sesonki";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kamula Toni";"Jukka Asikainen";2011;2011-11-29
"2201";"The Monkey Fist";2500;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Karrento Johan";"Jukka Asikainen";2011;2011-11-29
"2202";"Penalandia";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lahtela Atro";"Jukka Asikainen";2011;2011-11-29
"2203";"Pysyvää vahinkoa";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lindgren Niklas";"Jukka Asikainen";2011;2011-11-29
"2204";"Rough boy";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Niskanen Anna";"Jukka Asikainen";2011;2011-11-29
"2205";"PayLove";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Righini Leandro";"Jukka Asikainen";2011;2011-11-29
"2206";"Pirunnyrkki";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Räntilä Kimmo";"Jukka Asikainen";2011;2011-11-29
"2207";"Tohtori";8000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Westerberg Paavo";"Jukka Asikainen";2011;2011-11-29
"2208";"Fyra vindar";10000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lindström Jon";"Kaisu Isto";2011;2011-11-29
"2209";"Death is Sad Tonight";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Soskolne Iddo";"Kaisu Isto";2011;2011-11-29
"2210";"SHOCK TILT";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Finn Kim";"Petri Kemppinen";2011;2011-11-21
"2211";"Pakkasraja";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ylönen Mia";"Kaisu Isto";2011;2011-11-01
"2212";"Auringon poika";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kivirinta Joona";"Jukka Asikainen";2011;2011-11-01
"2213";"Eloonjäämisoppi";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lundsten John";"Jukka Asikainen";2011;2011-11-01
"2214";"Perisynti";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hotakainen Mika";"Jukka Asikainen";2011;2011-11-01
"2215";"Pelkääjän paikalla";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mikkola Jarkko";"Jukka Asikainen";2011;2011-11-01
"2216";"Sellisti (työnimi)";1500;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Rasila Satu";"Jukka Asikainen";2011;2011-11-01
"2217";"YÖRADIO";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mustonen Taneli";"Jukka Asikainen";2011;2011-11-01
"2218";"Reino";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Tyhtilä Veera";"Kaisu Isto";2011;2011-11-01
"2219";"Uusi Lumi";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Salonen Kari";"Kaisu Isto";2011;2011-10-04
"2220";"Ihmisen jälkiä (ent. Vilpittömästi sinun)";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mononen Paula";"Kaisu Isto";2011;2011-10-04
"2221";"Aava";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Siili Jukka-Pekka";"Kaisu Isto";2011;2011-10-04
"2222";"Kyoto Club";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ryynänen Juhana";"Kaisu Isto";2011;2011-10-04
"2223";"NÄLKÄ";7000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Grof Annika";"Kaisu Isto";2011;2011-10-04
"2224";"PUUTTUMINEN";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Snicker Elina";"Jukka Asikainen";2011;2011-10-04
"2225";"Vastapäivään";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Koiso-Kanttila Visa";"Jukka Asikainen";2011;2011-10-04
"2226";"Ville Suokkaan viimeinen reissu";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Sairanen Petter";"Jukka Asikainen";2011;2011-10-04
"2227";"Kristuksen morsian";8000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Junkkaala Heini";"Jukka Asikainen";2011;2011-10-04
"2228";"Eläkeläinen";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Pöllä Mikko";"Jukka Asikainen";2011;2011-10-04
"2229";"Korvaan purtu mies (ent. Kaaleet ja vaaleet)";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ketola Sami";"Jukka Asikainen";2011;2011-10-04
"2230";"Salainen ainesosa";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mononen Maria Katariina";"Jukka Asikainen";2011;2011-10-04
"2231";"ARMI RATIA";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lindgren (os. Torvinen) Karoliina";"Jukka Asikainen";2011;2011-09-06
"2232";"Lauri & Matilda (työnimi) (nuorisoraha)";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hauru Hannaleena";"Joona Louhivuori";2011;2011-09-06
"2233";"Ambu tulee";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Virtanen Ville";"Jukka Asikainen";2011;2011-09-06
"2234";"Muodonmuuttaja";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kivirinta Joona";"Kaisu Isto";2011;2011-09-06
"2235";"Korsolainen rakastaja (työnimi)";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Koivisto Meritta";"Kaisu Isto";2011;2011-09-06
"2236";"Varma";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lindgren Niklas";"Kaisu Isto";2011;2011-09-06
"2237";"Hyvää yötä, maailma";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hänninen Veli-Pekka";"Kaisu Isto";2011;2011-06-08
"2238";"Yhden Yön Juttu";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Immonen Laura";"Kaisu Isto";2011;2011-06-08
"2239";"Kipupiste/Vital Point";7000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lappalainen Aino";"Kaisu Isto";2011;2011-06-08
"2240";"END OF AN ERA";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Myllylahti Mikko";"Kaisu Isto";2011;2011-06-08
"2241";"Tapahtukoon sinun tahtosi";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Norberg Aarne";"Kaisu Isto";2011;2011-06-08
"2242";"Rukous";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Tamminen Heli";"Kaisu Isto";2011;2011-06-08
"2243";"NONNUKE";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Tikka Eeva R.";"Kaisu Isto";2011;2011-06-08
"2244";"Reino";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Tyhtilä Veera";"Kaisu Isto";2011;2011-06-08
"2245";"Valhe";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Westerberg Paavo";"Kaisu Isto";2011;2011-06-08
"2246";"Ripitys";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Vikman Kirsi";"Kaisu Isto";2011;2011-06-08
"2247";"Siistiä ja harmonista";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hartikainen Johanna";"Jukka Asikainen";2011;2011-06-07
"2248";"Park";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Idström Tove";"Jukka Asikainen";2011;2011-06-07
"2249";"Kätilö";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kettu Katja";"Jukka Asikainen";2011;2011-06-07
"2250";"Raha ratkaisee (työnimi)";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kuusi Janne";"Jukka Asikainen";2011;2011-06-07
"2251";"Saattaja (työnimi)";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Leppälä Hanna";"Jukka Asikainen";2011;2011-06-07
"2252";"YÖRADIO";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mustonen Taneli";"Jukka Asikainen";2011;2011-06-07
"2253";"Whiteout - 2.versio";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mutanen Jouni";"Jukka Asikainen";2011;2011-06-07
"2254";"Pieni Kuolema";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ryynänen Juhana";"Jukka Asikainen";2011;2011-06-07
"2255";"Isäksi ja tyttäreksi";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Räntilä Kimmo";"Jukka Asikainen";2011;2011-06-07
"2256";"Funky Poodle";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Vierikko Lassi";"Jukka Asikainen";2011;2011-04-27
"2257";"Kaleidoskooppi";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Väisänen Jyrki";"Jukka Asikainen";2011;2011-04-27
"2258";"Hotelli (työnimi)";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Tola Pamela";"Jukka Asikainen";2011;2011-04-27
"2259";"PERHE";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Saarela Olli";"Jukka Asikainen";2011;2011-04-27
"2260";"Reuna (työnimi)";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Porkka Kirsi";"Jukka Asikainen";2011;2011-04-27
"2261";"One Night in Bangkok";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kuparinen Mikko";"Jukka Asikainen";2011;2011-04-27
"2262";"Auringon poika";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kivirinta Joona";"Jukka Asikainen";2011;2011-04-27
"2263";"Leijonakaula";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Bardy Aleksi";"Jukka Asikainen";2011;2011-04-27
"2264";"Rajanvetoja";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Aho Kaarle";"Jukka Asikainen";2011;2011-04-27
"2265";"Ydinvoimaa";3500;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Viirret Leo";"Jukka Asikainen";2011;2011-04-27
"2266";"Härregud";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Virtanen Vesa";"Jukka Asikainen";2011;2011-04-27
"2267";"OTHER GIRLS";7000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Illi Esa";"Kaisu Isto";2011;2011-04-01
"2268";"Summer in the City - On kaupunki tuolla";7000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lander Leena";"Kaisu Isto";2011;2011-04-01
"2269";"Naapurini vihollinen";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lehti Timo";"Kaisu Isto";2011;2011-04-01
"2270";"Aarnihauta";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lindgren Niklas";"Kaisu Isto";2011;2011-04-01
"2271";"Vilpittömästi sinun (työnimi)";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Mononen Paula";"Kaisu Isto";2011;2011-04-01
"2272";"Kesäkaverit";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Niemi Juuli";"Kaisu Isto";2011;2011-04-01
"2273";"Vala";10000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Vuento Heikki";"Kaisu Isto";2011;2011-04-01
"2274";"ARKTISTA SÄÄTÖÄ (työnimi)";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Ylävaara Anni (Rosa Liksom )";"Kaisu Isto";2011;2011-04-01
"2275";"Grynderin Barcelona (työnimi)";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Fiilin Juha";"Jukka Asikainen";2011;2011-03-08
"2276";"Egyptin prinsessa (työnimi)";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Forsström Jan";"Jukka Asikainen";2011;2011-03-08
"2277";"Huuto";10000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Honkasalo Pirjo";"Jukka Asikainen";2011;2011-03-08
"2278";"Juoppohullun päiväkirja";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Maijala Lauri";"Jukka Asikainen";2011;2011-03-08
"2279";"THE LEGACY OF MOSES";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Pesonen Pekko";"Jukka Asikainen";2011;2011-03-08
"2280";"VILLE SUOKKAAN VIIMEINEN REISSU";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Sairanen Petter";"Jukka Asikainen";2011;2011-03-07
"2281";"IB-ELOKUVA";8000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Korpela Tommi";"Jukka Asikainen";2011;2011-02-07
"2282";"SELVIYTYJÄT";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Bergholm Hanna";"Jukka Asikainen";2011;2011-02-07
"2283";"Kipsihaalarit";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hutri Anna Maria";"Jukka Asikainen";2011;2011-02-07
"2284";"KUOLIO";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Kivinen Miko";"Jukka Asikainen";2011;2011-02-07
"2285";"VASTAVIRTAAN";4000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Koiso-Kanttila Visa";"Jukka Asikainen";2011;2011-02-07
"2286";"ALAKULOISTEN IHMISTEN SOHAISUJA TERÄASEELLA";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Liimatainen Sini";"Jukka Asikainen";2011;2011-02-07
"2287";"SHOTGUN";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lindgren Niklas";"Jukka Asikainen";2011;2011-02-07
"2288";"Tuhkat pesästä";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Lindström Christer aka CHRZU";"Jukka Asikainen";2011;2011-02-07
"2289";"ORGELBYGGAREN - URKUJENRAKENTAJA";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Nygård-Fagerudd Wivan, Fagerudd Johan";"Jukka Asikainen";2011;2011-02-07
"2290";"Ajomies";6000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Passi J-P";"Jukka Asikainen";2011;2011-02-07
"2291";"TAIVASTEN VALTAKUNTA";3000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Pihlasviita Rea";"Jukka Asikainen";2011;2011-02-07
"2292";"OPISTO";2000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Suhonen Laura";"Jukka Asikainen";2011;2011-02-07
"2293";"OPERATION: PINK DOLLAR";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Hakalax John";"Kaisu Isto";2011;2011-02-07
"2294";"TESLA";8000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Halonen Arto";"Kaisu Isto";2011;2011-02-07
"2295";"ALEKSI JA JESSE";5000;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Henrik Wilenius";"Kaisu Isto";2011;2011-02-07
"2296";"BOMBAY BRIDE";1500;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Härö Klaus";"Kaisu Isto";2011;2011-02-07
"2297";"KORSOLAINEN RAKASTAJA";4500;"Käsikirjoitusapuraha";"Pitkä näytelmäelokuva";"Koivisto Meritta";"Kaisu Isto";2011;2011-02-07
